timestamp,datetime,service/carts/qps(2xx),service/carts/latency,service/catalogue/qps(2xx),service/catalogue/latency,service/front-end/qps(2xx),service/front-end/latency,service/orders/qps(2xx),service/orders/latency,service/payment/qps(2xx),service/payment/latency,service/shipping/qps(2xx),service/shipping/latency,service/user/qps(2xx),service/user/latency
1586305800,2020-04-08 08:30:00,0,null,0,0.002467950999999857,3.3333333348148146,0.00437512143846421,0,null,0,0.07311438700000017,0,null,0,0.005937824999999952
1586305810,2020-04-08 08:30:10,0,null,0,0.002467950999999857,3.933311111851827,0.08538894376759647,0,null,0,0.07311438700000017,0,null,4.299999999999999,0.04232901278625929
1586305820,2020-04-08 08:30:20,1.6333333333333333,0.7690625235306127,0,0.0024679509999998572,3.9333555562963207,0.08975852540158369,0,null,0,0.07311438700000017,0,null,4.299999999999999,0.04232901278625929
1586305830,2020-04-08 08:30:30,1.6333333333333333,0.7690625235306127,11.76666666666667,0.011206901611257803,3.9333555562963207,0.08975852540158369,0,null,0.03333333333333333,0.0017913099999999904,0,null,4.3,0.04232901278625929
1586305840,2020-04-08 08:30:40,1.6333333333333333,0.7690625235306127,11.76666666666667,0.011206901611257803,54.71926666740743,2.5296016810879185,0,null,0.03333333333333333,0.0017913099999999904,0,null,131.7268922222222,0.02105102356400005
1586305850,2020-04-08 08:30:50,75.5525,1.3193197785123834,11.766666666666667,0.011206901611257801,96.73020747352867,3.0297765923435973,0.43333333333333346,1.2257971900769635,0.03333333333333333,0.0017913099999999904,0,null,136.50311444444444,0.021119701598116557
1586305860,2020-04-08 08:31:00,83.26666666666667,1.4619838168583685,30.300000000000008,0.006486839658622767,109.32526449014662,3.227093360815185,3.066725557518584,0.7292625870078102,6.726755555555555,0.001537074554143877,5.633333333333334,0.001600745443786827,140.87533666666667,0.02100457861095174
1586305870,2020-04-08 08:31:10,83.26666666666667,1.6080074328210565,30.300000000000008,0.006486839658622767,141.80731187875222,1.4510765537162043,4.5265419958443065,0.654940342068703,6.933333333333334,0.0014917137761904754,5.633333333333334,0.001600745443786827,208.2361244444444,0.043216863532362794
1586305880,2020-04-08 08:31:20,81.89966666666666,0.1317101158950583,30.3,0.006486839658622767,148.13626364238067,0.3435229773987516,10.387357737054199,0.3973843683497289,6.933333333333334,0.0014917137761904754,5.633333333333334,0.001600745443786827,208.3333333333333,0.043511760335572844
1586305890,2020-04-08 08:31:30,84.03333333333333,0.12836590148869467,33.300000000000004,0.006668589491519832,151.56121490494132,0.34348411149814434,16.637166258967564,0.27916745959769784,18.93227222222222,0.004518544324782756,21.266666666666666,0.0012861046896553787,208.33333333333331,0.04351176033557286
1586305900,2020-04-08 08:31:40,84.03333333333333,0.12836590148869467,33.300000000000004,0.006668589491519832,161.67690558963076,0.2120596135868194,19.15956056044428,0.25967456482325413,22.233333333333334,0.004834825531088936,21.266666666666666,0.0012861046896553787,247.95840138662044,0.036777273434754114
1586305910,2020-04-08 08:31:50,93.23333333333333,0.12795848738541224,33.3,0.006668589491519832,165.75720222222216,0.2203665231518702,24.848931671555395,0.2733269808040458,22.233333333333334,0.005819985255304182,21.266666666666666,0.0012861046896553787,247.95840138662044,0.036777273434754114
1586305920,2020-04-08 08:32:00,93.23333333333333,0.12795848738541224,32.866666666666674,0.009029108659279998,166.16666666666666,0.21984434574459855,29.4,0.2511998205090697,30.066666666666666,0.003484220387845306,29.033333333333335,0.0013586869506313768,247.95840138662044,0.036777273434754114
1586305930,2020-04-08 08:32:10,93.23333333333333,0.12795848738541224,32.866666666666674,0.009029108659279998,168.1333333333333,0.26673752768503817,30.432703396327035,0.2875087019697697,30.066666666666666,0.003484220387845306,29.033333333333335,0.0013586869506313768,267.7089236307877,0.04257276207182876
1586305940,2020-04-08 08:32:20,99.53333333333333,0.15418057100736698,32.86666666666667,0.009029108659279998,171.5,0.2858016585624161,30.332703396327037,0.27901664262695547,30.066666666666666,0.003484220387845306,29.033333333333335,0.0013586869506313768,267.7089236307877,0.04257276207182876
1586305950,2020-04-08 08:32:30,99.53333333333333,0.15418057100736698,34.16666666666667,0.00550975611110236,171.5,0.2858016585624161,32.23270339632704,0.23532213730706425,32.6,0.0017702828723186843,32.645990872447456,0.0012106594857143288,267.7089236307877,0.04257276207182878
1586305960,2020-04-08 08:32:40,99.53333333333333,0.15418057100736698,34.16666666666667,0.00550975611110236,173.9666666666667,0.1890011267983223,33.13405340534054,0.17237462390391017,32.6,0.0017702828723186843,32.645990872447456,0.0012106594857143288,273.59999999999997,0.02464365144263031
1586305970,2020-04-08 08:32:50,102.56324789173694,0.029103326702956196,34.166666666666664,0.005509756111102361,176.09879670677648,0.12986528023043314,34.43381896871064,0.10810786494710466,32.6,0.0017702828723186843,32.645990872447456,0.0012106594857143288,273.59999999999997,0.02464365144263031
1586305980,2020-04-08 08:33:00,102.56324789173694,0.029103326702956196,33.59888003733209,0.005288076032689356,176.09879670677648,0.12986528023043314,35.10048563537731,0.12424160319560174,34.96666666666667,0.0034875505823025736,35.055535172275775,0.001258709574690662,273.6,0.02464365144263031
1586305990,2020-04-08 08:33:10,102.56324789173694,0.029103326702956196,33.59888003733209,0.005288076032689356,177.06429896781222,0.13744424461503524,34.59976556337011,0.12540613819414925,34.96666666666667,0.0034875505823025736,35.055535172275775,0.001258709574690662,281.5666666666666,0.023708215428216405
